code,term,dmd_id
36088911000001104,Clomethiazole 157.5mg/5ml oral solution sugar free,36088911000001104
22582711000001101,Clomethiazole 31.5mg/ml oral solution sugar free,22582711000001101
22582211000001108,Clomethiazole 31.5mg/ml oral solution sugar free,22582211000001108
22474211000001103,Clomethiazole 31.5mg/ml oral solution sugar free,22474211000001103
20453611000001108,Clomethiazole 250mg/5ml oral solution,20453611000001108
20427811000001102,Clomethiazole 250mg/5ml oral solution,20427811000001102
600511000001104,Heminevrin 250mg/5ml syrup,600511000001104
321104009,Clomethiazole 192mg capsules,321104009
19471711000001104,Clomethiazole 192mg capsules,19471711000001104
19489711000001107,Clomethiazole 192mg capsules,19489711000001107
39846611000001108,Clomethiazole 192mg capsules,39846611000001108
19309511000001106,Clomethiazole 192mg capsules,19309511000001106
29789711000001102,Clomethiazole 192mg capsules,29789711000001102
297311000001106,Heminevrin 192mg capsules,297311000001106
321105005,VMP previous to 36088911000001104,321105005
42127111000001102,VMP subsequent to 321104009,42127111000001102
