code,term
128200000,Complex regional pain syndrome
291761000119107,Complex regional pain syndrome type II of left upper limb
291771000119101,Complex regional pain syndrome type II of right upper limb
291781000119103,Complex regional pain syndrome type II of left lower limb
291791000119100,Complex regional pain syndrome type II of right lower limb
293921000119104,Complex regional pain syndrome type I of bilateral upper limbs
293931000119101,Complex regional pain syndrome type I of left lower limb
293941000119105,Complex regional pain syndrome type I of left upper limb
293951000119107,Complex regional pain syndrome type I of bilateral lower limbs
293961000119109,Complex regional pain syndrome type I of right lower limb
293971000119103,Complex regional pain syndrome type I of right upper limb
373621006,Chronic pain syndrome
408749000,"Complex regional pain syndrome, type II, lower limb"
408750000,"Complex regional pain syndrome, type II, upper limb"
408751001,"Complex regional pain syndrome, type II"
426135001,Chronic prostatitis - chronic pelvic pain syndrome
712537009,Complex regional pain syndrome of upper limb
734947007,Complex regional pain syndrome type I
734986006,Complex regional pain syndrome of lower limb
734987002,Complex regional pain syndrome of foot
734988007,Complex regional pain syndrome of knee
734989004,Complex regional pain syndrome of hand
737305006,Primary chronic pain
737306007,Chronic visceral pain
762589002,Chronic primary visceral pain
762599007,Chronic mechanical visceral pain
762600005,Chronic visceral pain due to vascular disorder
762601009,Chronic visceral pain due to persistent inflammation
